		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
17/06/19	12:00 a	27.2	27.2	27.1	92	25.8	0.9	ENE	0.27	1.8	NE	27.2	32.2	32.2	31.4	1010.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1268	0.00	116	1	100.0	5
17/06/19	12:05 a	27.3	27.3	27.2	91	25.7	0.9	ENE	0.27	2.2	E	27.3	32.4	32.4	31.7	1010.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.3	82	25.9	36.2	16.56	1.1266	0.00	115	1	100.0	5
17/06/19	12:10 a	27.3	27.3	27.3	91	25.7	0.4	NE	0.13	1.3	NE	27.3	32.4	32.4	31.7	1010.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1271	0.00	118	1	100.0	5
17/06/19	12:15 a	27.3	27.3	27.2	91	25.7	0.4	ENE	0.13	1.3	NE	27.3	32.3	32.3	31.5	1011.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1272	0.00	116	1	100.0	5
17/06/19	12:20 a	27.2	27.3	27.2	91	25.6	1.3	NE	0.40	2.7	NE	27.2	32.2	32.2	31.4	1010.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1269	0.00	117	1	100.0	5
17/06/19	12:25 a	27.3	27.3	27.2	91	25.7	0.9	NE	0.27	2.2	NNE	27.3	32.3	32.3	31.5	1010.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1267	0.00	115	1	100.0	5
17/06/19	12:30 a	27.3	27.3	27.2	91	25.7	0.9	NE	0.27	1.8	NNE	27.3	32.3	32.3	31.5	1010.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1265	0.00	115	1	100.0	5
17/06/19	12:35 a	27.3	27.3	27.2	91	25.7	0.9	NE	0.27	2.2	NNE	27.3	32.3	32.3	31.5	1010.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1264	0.00	116	1	100.0	5
17/06/19	12:40 a	27.3	27.3	27.2	91	25.7	0.9	NE	0.27	1.8	NE	27.3	32.3	32.3	31.5	1010.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1263	0.00	117	1	100.0	5
17/06/19	12:45 a	27.3	27.3	27.3	91	25.7	0.9	ENE	0.27	2.2	ENE	27.3	32.3	32.3	31.5	1010.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	36.1	16.56	1.1262	0.00	117	1	100.0	5
17/06/19	12:50 a	27.3	27.3	27.3	91	25.7	0.9	ENE	0.27	1.8	ENE	27.3	32.3	32.3	31.5	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	29.2	82	25.8	35.9	16.56	1.1264	0.00	117	1	100.0	5
