		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	
09/08/19	12:00 a	27.1	27.2	27.1	92	25.7	0.9	N	0.27	1.3	N	27.1	32.1	32.1	31.6	1013.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	28.2	63	20.5	30.1	11.30	1.1440	0.00	96	1	84.2	5
09/08/19	12:05 a	27.2	27.2	27.2	92	25.8	1.3	NNW	0.40	2.7	NNE	27.2	32.3	32.3	31.8	1013.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	28.2	63	20.5	30.2	11.29	1.1438	0.00	100	1	87.7	5
09/08/19	12:10 a	27.4	27.4	27.2	91	25.8	1.3	NNW	0.40	4.5	WNW	27.4	32.8	32.8	32.3	1013.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	28.2	63	20.5	30.1	11.30	1.1440	0.00	99	1	86.8	5
09/08/19	12:15 a	27.5	27.5	27.4	91	25.9	0.4	NW	0.13	1.3	N	27.5	32.9	32.9	32.4	1012.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	28.2	63	20.5	30.2	11.29	1.1434	0.00	101	1	88.6	5
09/08/19	12:20 a	27.5	27.5	27.4	91	25.9	0.4	N	0.13	1.3	N	27.5	32.9	32.9	32.4	1012.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	28.2	63	20.5	30.1	11.30	1.1435	0.00	102	1	89.5	5
09/08/19	12:25 a	27.4	27.5	27.4	91	25.8	0.0	N	0.00	0.4	N	27.4	32.8	32.8	32.3	1012.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.032	28.2	63	20.5	30.2	11.29	1.1430	0.00	103	1	90.4	5
09/08/19	12:30 a	27.3	27.4	27.3	91	25.7	0.9	SE	0.27	1.8	SE	27.3	32.3	32.3	31.8	1012.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.031	28.2	63	20.5	30.1	11.30	1.1432	0.00	105	1	92.1	5
09/08/19	12:35 a	27.1	27.3	27.1	91	25.5	0.9	SE	0.27	2.2	SSE	27.1	31.7	31.7	31.2	1012.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	28.2	64	20.7	30.2	11.50	1.1424	0.00	103	1	90.4	5
09/08/19	12:40 a	26.9	27.1	26.9	91	25.3	0.9	SSE	0.27	2.2	SSE	26.9	31.3	31.3	30.7	1011.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	28.2	64	20.7	30.2	11.50	1.1423	0.00	99	1	86.8	5
