		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
26/11/19	12:00 a	26.9	26.9	26.8	95	26.0	0.0	ENE	0.00	0.9	ENE	26.9	32.0	32.0	31.5	1007.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	27.7	74	22.6	30.7	13.91	1.1357	0.00	114	1	100.0	5
26/11/19	12:05 a	26.9	26.9	26.9	95	26.0	0.4	ENE	0.13	0.9	ENE	26.9	32.0	32.0	31.5	1007.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	27.7	74	22.6	30.7	13.91	1.1356	0.00	112	1	98.2	5
26/11/19	12:10 a	26.8	26.9	26.8	95	25.9	0.0	ENE	0.00	0.4	ENE	26.8	31.7	31.7	31.2	1007.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1355	0.00	115	1	100.0	5
26/11/19	12:15 a	26.8	26.8	26.8	96	26.1	0.4	ENE	0.13	0.9	ENE	26.8	31.9	31.9	31.4	1007.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1354	0.00	112	1	98.2	5
26/11/19	12:20 a	26.9	26.9	26.8	96	26.2	0.4	ENE	0.13	1.3	ENE	26.9	32.2	32.2	31.7	1007.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	27.7	74	22.6	30.7	13.91	1.1356	0.00	110	1	96.5	5
26/11/19	12:25 a	26.9	26.9	26.9	95	26.0	0.0	ENE	0.00	0.4	ENE	26.9	32.0	32.0	31.5	1007.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	27.7	74	22.6	30.7	13.91	1.1356	0.00	113	1	99.1	5
26/11/19	12:30 a	26.9	26.9	26.9	95	26.1	0.0	---	0.00	0.0	---	26.9	32.2	32.2	31.7	1007.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	27.7	74	22.6	30.7	13.91	1.1354	0.00	114	1	100.0	5
26/11/19	12:35 a	26.9	26.9	26.9	96	26.2	0.4	ENE	0.13	0.9	ENE	26.9	32.2	32.2	31.7	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.030	27.7	74	22.6	30.7	13.91	1.1352	0.00	115	1	100.0	5
26/11/19	12:40 a	26.8	26.9	26.8	96	26.1	0.0	---	0.00	0.0	---	26.8	31.9	31.9	31.4	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1352	0.00	115	1	100.0	5
26/11/19	12:45 a	26.8	26.8	26.8	96	26.1	0.0	---	0.00	0.0	---	26.8	31.9	31.9	31.4	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1352	0.00	114	1	100.0	5
26/11/19	12:50 a	26.7	26.8	26.7	96	26.0	0.0	ENE	0.00	0.4	ENE	26.7	31.7	31.7	31.2	1007.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1351	0.00	111	1	97.4	5
26/11/19	12:55 a	26.7	26.7	26.7	96	26.0	0.0	ENE	0.00	0.9	ENE	26.7	31.7	31.7	31.2	1007.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1352	0.00	111	1	97.4	5
26/11/19	1:00 a	26.8	26.8	26.7	96	26.1	0.4	ENE	0.13	0.9	ENE	26.8	31.9	31.9	31.4	1006.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1350	0.00	115	1	100.0	5
26/11/19	1:05 a	26.7	26.8	26.7	96	26.0	0.4	ENE	0.13	0.9	ENE	26.7	31.7	31.7	31.2	1006.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1349	0.00	112	1	98.2	5
26/11/19	1:10 a	26.6	26.7	26.6	96	25.9	0.0	ENE	0.00	0.9	ENE	26.6	31.4	31.4	30.9	1006.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1348	0.00	115	1	100.0	5
26/11/19	1:15 a	26.6	26.7	26.6	96	25.9	0.4	ENE	0.13	0.9	ENE	26.6	31.4	31.4	30.9	1006.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1347	0.00	115	1	100.0	5
26/11/19	1:20 a	26.6	26.6	26.6	96	25.9	0.0	ENE	0.00	0.9	ENE	26.6	31.4	31.4	30.9	1006.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1347	0.00	114	1	100.0	5
26/11/19	1:25 a	26.6	26.6	26.6	96	25.9	0.0	---	0.00	0.0	---	26.6	31.3	31.3	30.8	1006.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.029	27.7	74	22.6	30.7	13.91	1.1347	0.00	113	1	99.1	5
