	Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	EMC	Density	ET 	Samp	Tx 	Recept	Int.
04/07/19	12:00 a	27.4	27.4	27.4	93	26.2	1.8	NNE	0.11	3.6	N	27.4	33.0	33.0	32.5	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1337	0.00	23	1	100.0	1
04/07/19	12:01 a	27.4	27.4	27.3	93	26.2	2.2	NE	0.13	3.6	NNE	27.4	33.0	33.0	32.5	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1337	0.00	22	1	95.7	1
04/07/19	12:02 a	27.3	27.4	27.3	93	26.1	1.8	N	0.11	3.1	NNE	27.3	32.9	32.9	32.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1337	0.00	23	1	100.0	1
04/07/19	12:03 a	27.3	27.4	27.3	93	26.1	1.8	NNE	0.11	2.2	N	27.3	32.9	32.9	32.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1336	0.00	23	1	100.0	1
04/07/19	12:04 a	27.3	27.4	27.3	93	26.1	2.2	NNE	0.13	3.1	NNE	27.3	32.9	32.9	32.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1336	0.00	24	1	100.0	1
04/07/19	12:05 a	27.3	27.3	27.3	93	26.1	2.2	NNE	0.13	3.6	N	27.3	32.9	32.9	32.4	1010.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1335	0.00	23	1	100.0	1
04/07/19	12:06 a	27.3	27.3	27.3	93	26.1	1.8	NNE	0.11	2.7	N	27.3	32.9	32.9	32.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1339	0.00	23	1	100.0	1
04/07/19	12:07 a	27.3	27.3	27.3	93	26.1	1.3	NNE	0.08	1.8	NNE	27.3	32.9	32.9	32.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1339	0.00	24	1	100.0	1
04/07/19	12:08 a	27.3	27.3	27.3	93	26.1	1.3	NNE	0.08	3.1	NNE	27.3	32.9	32.9	32.4	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1339	0.00	23	1	100.0	1
04/07/19	12:09 a	27.3	27.3	27.3	93	26.1	1.8	NE	0.11	2.7	NE	27.3	32.9	32.9	32.4	1010.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1338	0.00	24	1	100.0	1
04/07/19	12:10 a	27.3	27.3	27.3	93	26.1	1.3	NNE	0.08	2.2	NNE	27.3	32.9	32.9	32.4	1010.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1335	0.00	23	1	100.0	1
04/07/19	12:11 a	27.3	27.3	27.3	93	26.1	1.8	NNE	0.11	2.7	NE	27.3	32.9	32.9	32.4	1010.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.6	74	23.5	32.7	13.88	1.1335	0.00	23	1	100.0	1
04/07/19	12:12 a	27.3	27.3	27.3	93	26.1	1.8	NE	0.11	3.6	NNW	27.3	32.9	32.9	32.4	1010.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1338	0.00	24	1	100.0	1
04/07/19	12:13 a	27.3	27.3	27.3	93	26.1	1.8	NE	0.11	2.2	ENE	27.3	32.9	32.9	32.4	1010.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1338	0.00	23	1	100.0	1
04/07/19	12:14 a	27.3	27.3	27.3	93	26.1	2.2	NNE	0.13	3.6	N	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	24	1	100.0	1
04/07/19	12:15 a	27.3	27.3	27.3	93	26.1	1.8	NE	0.11	2.2	NNE	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	23	1	100.0	1
04/07/19	12:16 a	27.3	27.3	27.3	93	26.1	1.8	NNE	0.11	3.6	NE	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	24	1	100.0	1
04/07/19	12:17 a	27.3	27.3	27.3	93	26.1	1.3	NE	0.08	2.2	N	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	23	1	100.0	1
04/07/19	12:18 a	27.3	27.3	27.3	93	26.1	2.2	NNE	0.13	3.1	NNE	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	22	1	95.7	1
04/07/19	12:19 a	27.3	27.3	27.3	93	26.1	1.8	NNE	0.11	4.0	NNE	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	24	1	100.0	1
04/07/19	12:20 a	27.3	27.3	27.3	93	26.1	2.2	NNE	0.13	4.0	NNW	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	22	1	95.7	1
04/07/19	12:21 a	27.3	27.3	27.3	93	26.1	1.8	NE	0.11	4.0	NNW	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	24	1	100.0	1
04/07/19	12:22 a	27.3	27.3	27.3	93	26.1	1.8	NNE	0.11	2.7	NE	27.3	32.9	32.9	32.4	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	22	1	95.7	1
04/07/19	12:23 a	27.3	27.3	27.3	92	25.9	1.3	N	0.08	3.6	NNW	27.3	32.7	32.7	32.2	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.5	74	23.4	32.6	13.88	1.1337	0.00	22	1	95.7	1
04/07/19	12:24 a	27.3	27.3	27.3	92	25.9	2.2	NNE	0.13	3.1	NNE	27.3	32.7	32.7	32.2	1009.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.000	0.006	28.4	74	23.4	32.4	13.89	1.1340	0.00	24	1	100.0	1
