		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
23/02/19	12:10 p	83.1	83.2	83.1	80	76.3	15.0	NNW	1.25	18.0	NNW	80.7	92.0	89.6	---	29.673	0.00	0.00	571	4.09	615	7.9	0.28	8.0	0.000	0.063	83.4	83	77.7	93.7	0.000	97	1	85.1	5
23/02/19	12:15 p	83.2	83.2	83.1	80	76.4	15.0	NNW	1.25	18.0	NNW	80.8	92.3	89.9	---	29.666	0.00	0.00	565	4.05	612	7.9	0.28	8.3	0.000	0.063	83.4	83	77.7	93.7	0.000	98	1	86.0	5
23/02/19	12:20 p	83.4	83.4	83.2	81	77.0	16.0	NNW	1.33	18.0	N	80.9	93.1	90.6	---	29.664	0.00	0.00	785	5.63	881	9.3	0.33	9.8	0.000	0.064	83.5	82	77.4	93.7	0.000	100	1	87.7	5
23/02/19	12:25 p	83.5	83.5	83.4	81	77.1	16.0	NNW	1.33	18.0	NNW	81.0	93.4	90.9	---	29.664	0.00	0.00	888	6.36	889	9.8	0.35	10.2	0.000	0.064	83.6	82	77.5	94.0	0.000	91	1	79.8	5
23/02/19	12:30 p	83.5	83.5	83.5	81	77.1	16.0	NNW	1.33	19.0	NNW	81.0	93.4	90.9	---	29.661	0.00	0.00	881	6.31	991	10.4	0.37	10.7	0.000	0.064	83.7	82	77.6	94.3	0.000	91	1	79.8	5
23/02/19	12:35 p	83.5	83.6	83.5	81	77.1	16.0	NNW	1.33	19.0	NNW	81.0	93.4	90.9	---	29.657	0.00	0.00	871	6.24	981	9.4	0.34	10.3	0.000	0.064	83.8	82	77.7	94.6	0.000	93	1	81.6	5
23/02/19	12:40 p	83.3	83.5	83.3	81	76.9	17.0	NNW	1.42	19.0	NNW	80.6	92.8	90.1	---	29.653	0.00	0.00	838	6.01	838	8.6	0.31	8.8	0.000	0.064	83.9	82	77.8	94.9	0.000	94	1	82.5	5
23/02/19	12:45 p	83.4	83.4	83.3	80	76.6	17.0	NNW	1.42	20.0	NNW	80.7	92.8	90.1	---	29.651	0.00	0.00	738	5.29	752	8.1	0.29	8.4	0.000	0.064	84.0	82	77.9	95.1	0.000	90	1	78.9	5
23/02/19	12:50 p	83.3	83.4	83.3	79	76.1	16.0	NNW	1.33	19.0	NNW	80.8	92.2	89.7	---	29.651	0.00	0.00	478	3.43	517	6.0	0.21	6.3	0.000	0.064	84.1	81	77.6	95.0	0.000	98	1	86.0	5
23/02/19	12:55 p	83.2	83.4	83.2	80	76.4	15.0	NNW	1.25	19.0	N	80.8	92.3	89.9	---	29.649	0.00	0.00	258	1.85	287	4.0	0.14	4.6	0.000	0.063	84.1	81	77.6	95.0	0.000	95	1	83.3	5
23/02/19	1:00 p	83.2	83.3	83.2	79	76.0	16.0	NNW	1.33	19.0	N	80.6	91.9	89.3	---	29.648	0.00	0.00	239	1.71	253	3.5	0.13	3.8	0.000	0.063	84.1	80	77.3	94.7	0.019	93	1	81.6	5
23/02/19	1:05 p	83.1	83.2	83.1	79	75.9	15.0	NNW	1.25	19.0	NNW	80.7	91.7	89.3	---	29.645	0.00	0.00	255	1.83	262	3.8	0.14	3.9	0.000	0.063	84.1	80	77.3	94.7	0.000	90	1	78.9	5
23/02/19	1:10 p	83.1	83.1	83.1	81	76.7	15.0	NNW	1.25	19.0	NNW	80.7	92.3	89.9	---	29.644	0.00	0.00	256	1.83	285	3.9	0.14	4.1	0.000	0.063	84.0	80	77.2	94.5	0.000	86	1	75.4	5
23/02/19	1:15 p	83.1	83.1	83.0	80	76.3	16.0	NNW	1.33	19.0	NNW	80.5	92.0	89.4	---	29.645	0.00	0.00	202	1.45	218	3.1	0.11	3.4	0.000	0.063	84.0	80	77.2	94.5	0.000	96	1	84.2	5
23/02/19	1:20 p	83.1	83.1	83.0	80	76.3	16.0	NNW	1.33	18.0	NNW	80.5	92.0	89.4	---	29.641	0.00	0.00	197	1.41	225	3.0	0.11	3.4	0.000	0.063	84.0	79	76.8	94.1	0.000	90	1	78.9	5
23/02/19	1:25 p	83.0	83.1	83.0	80	76.2	16.0	NNW	1.33	18.0	NNW	80.4	91.7	89.1	---	29.638	0.00	0.00	269	1.93	302	3.8	0.14	4.1	0.000	0.063	83.9	80	77.1	94.2	0.000	95	1	83.3	5
23/02/19	1:30 p	83.0	83.0	83.0	79	75.8	17.0	NNW	1.42	19.0	NNW	80.2	91.4	88.6	---	29.636	0.00	0.00	373	2.67	404	4.9	0.17	5.3	0.000	0.063	83.9	80	77.1	94.2	0.000	98	1	86.0	5
23/02/19	1:35 p	83.2	83.2	83.0	80	76.4	17.0	NNW	1.42	18.0	NNW	80.4	92.3	89.5	---	29.634	0.00	0.00	408	2.92	418	5.3	0.19	5.4	0.000	0.063	83.9	80	77.1	94.2	0.000	94	1	82.5	5
23/02/19	1:40 p	83.2	83.2	83.1	79	76.0	16.0	NNW	1.33	20.0	NNW	80.6	91.9	89.3	---	29.633	0.00	0.00	396	2.84	397	5.2	0.19	5.2	0.000	0.063	83.9	80	77.1	94.2	0.000	86	1	75.4	5
23/02/19	1:45 p	83.3	83.3	83.2	81	76.9	15.0	NNW	1.25	19.0	NNW	81.0	92.8	90.5	---	29.631	0.00	0.00	382	2.74	385	5.0	0.18	5.1	0.000	0.064	83.8	80	77.0	93.9	0.000	85	1	74.6	5
23/02/19	1:50 p	83.3	83.3	83.2	80	76.5	14.0	N	1.17	18.0	N	81.2	92.5	90.4	---	29.627	0.00	0.00	374	2.68	376	4.8	0.17	4.9	0.000	0.064	83.8	79	76.6	93.6	0.000	90	1	78.9	5
23/02/19	1:55 p	83.2	83.4	83.2	80	76.4	16.0	NNW	1.33	19.0	NNW	80.6	92.3	89.7	---	29.624	0.00	0.00	394	2.82	424	4.9	0.17	5.0	0.000	0.063	83.9	80	77.1	94.2	0.000	88	1	77.2	5
23/02/19	2:00 p	83.2	83.2	83.2	80	76.4	15.0	NNW	1.25	19.0	NNW	80.8	92.3	89.9	---	29.625	0.00	0.00	434	3.11	490	4.9	0.17	5.0	0.000	0.063	83.9	80	77.1	94.2	0.012	93	1	81.6	5
23/02/19	2:05 p	83.3	83.3	83.2	80	76.5	15.0	N	1.25	18.0	NNW	81.0	92.5	90.2	---	29.624	0.00	0.00	458	3.28	464	5.2	0.19	5.3	0.000	0.064	83.9	80	77.1	94.2	0.000	87	1	76.3	5
23/02/19	2:10 p	83.3	83.3	83.2	79	76.1	17.0	NNW	1.42	21.0	NNW	80.6	92.2	89.5	---	29.620	0.00	0.00	419	3.00	461	4.8	0.17	5.2	0.000	0.064	83.9	80	77.1	94.2	0.000	98	1	86.0	5
23/02/19	2:15 p	83.3	83.3	83.2	78	75.7	16.0	NNW	1.33	21.0	NNW	80.8	91.9	89.4	---	29.620	0.00	0.00	357	2.56	364	4.2	0.15	4.2	0.000	0.064	83.9	79	76.7	93.9	0.000	95	1	83.3	5
23/02/19	2:20 p	83.2	83.3	83.1	80	76.4	15.0	NNW	1.25	18.0	N	80.8	92.3	89.9	---	29.617	0.00	0.00	337	2.42	346	4.0	0.14	4.0	0.000	0.063	83.9	79	76.7	93.9	0.000	97	1	85.1	5
23/02/19	2:25 p	83.1	83.2	83.1	82	77.0	16.0	NNW	1.33	19.0	NNW	80.5	92.5	89.9	---	29.615	0.00	0.00	346	2.48	359	4.1	0.15	4.2	0.000	0.063	83.9	79	76.7	93.9	0.000	92	1	80.7	5
23/02/19	2:30 p	83.1	83.1	83.0	79	75.9	16.0	N	1.33	20.0	NNW	80.5	91.7	89.1	---	29.615	0.00	0.00	377	2.70	388	4.3	0.15	4.4	0.000	0.063	83.9	80	77.1	94.2	0.000	93	1	81.6	5
23/02/19	2:35 p	83.1	83.1	83.0	79	75.9	16.0	NNW	1.33	20.0	N	80.5	91.7	89.1	---	29.612	0.00	0.00	404	2.90	422	4.5	0.16	4.6	0.000	0.063	83.9	80	77.1	94.2	0.000	89	1	78.1	5
23/02/19	2:40 p	83.2	83.2	83.1	82	77.1	16.0	NNW	1.33	19.0	N	80.6	92.8	90.2	---	29.614	0.00	0.00	428	3.07	429	4.6	0.16	4.7	0.000	0.063	83.9	79	76.7	93.9	0.000	91	1	79.8	5
23/02/19	2:45 p	83.2	83.2	83.1	79	76.0	16.0	NNW	1.33	19.0	NNW	80.6	91.9	89.3	---	29.613	0.00	0.00	411	2.95	413	4.5	0.16	4.5	0.000	0.063	83.9	79	76.7	93.9	0.000	90	1	78.9	5
23/02/19	2:50 p	83.2	83.2	83.1	79	76.0	17.0	NNW	1.42	21.0	NNW	80.4	91.9	89.1	---	29.607	0.00	0.00	407	2.92	408	4.4	0.16	4.5	0.000	0.063	83.9	79	76.7	93.9	0.000	90	1	78.9	5
23/02/19	2:55 p	83.1	83.2	83.1	78	75.5	17.0	NNW	1.42	22.0	N	80.3	91.3	88.5	---	29.606	0.00	0.00	401	2.87	404	4.2	0.15	4.3	0.000	0.063	83.9	79	76.7	93.9	0.000	94	1	82.5	5
23/02/19	3:00 p	83.2	83.2	83.1	79	76.0	15.0	N	1.25	19.0	NNW	80.8	91.9	89.5	---	29.608	0.00	0.00	362	2.59	371	3.7	0.13	3.9	0.000	0.063	83.9	79	76.7	93.9	0.013	90	1	78.9	5
23/02/19	3:05 p	83.2	83.3	83.2	77	75.2	15.0	N	1.25	20.0	NNW	80.8	91.3	88.9	---	29.609	0.00	0.00	348	2.49	350	3.5	0.13	3.5	0.000	0.063	83.9	79	76.7	93.9	0.000	91	1	79.8	5
23/02/19	3:10 p	83.2	83.3	83.2	78	75.6	17.0	NNW	1.42	22.0	NNW	80.4	91.6	88.8	---	29.606	0.00	0.00	347	2.49	350	3.4	0.12	3.4	0.000	0.063	83.9	78	76.3	93.5	0.000	97	1	85.1	5
23/02/19	3:15 p	83.2	83.3	83.2	78	75.6	16.0	NNW	1.33	19.0	N	80.6	91.6	89.0	---	29.602	0.00	0.00	356	2.55	357	3.3	0.12	3.3	0.000	0.063	83.9	78	76.3	93.5	0.000	94	1	82.5	5
23/02/19	3:20 p	83.3	83.3	83.2	78	75.7	14.0	N	1.17	18.0	NNW	81.2	91.9	89.8	---	29.606	0.00	0.00	343	2.46	359	3.2	0.11	3.3	0.000	0.064	83.9	78	76.3	93.5	0.000	97	1	85.1	5
23/02/19	3:25 p	83.2	83.3	83.1	79	76.0	14.0	N	1.17	19.0	NNW	81.0	91.9	89.7	---	29.607	0.00	0.00	292	2.09	309	2.8	0.10	2.9	0.000	0.063	83.9	78	76.3	93.5	0.000	94	1	82.5	5
23/02/19	3:30 p	83.0	83.2	83.0	79	75.8	15.0	N	1.25	19.0	N	80.6	91.4	89.0	---	29.604	0.00	0.00	264	1.89	274	2.5	0.09	2.6	0.000	0.063	83.9	78	76.3	93.5	0.000	98	1	86.0	5
23/02/19	3:35 p	83.0	83.1	82.9	80	76.2	16.0	N	1.33	21.0	NNW	80.4	91.7	89.1	---	29.605	0.00	0.00	253	1.81	258	2.4	0.09	2.4	0.000	0.063	83.9	78	76.3	93.5	0.000	95	1	83.3	5
23/02/19	3:40 p	83.0	83.0	82.9	79	75.8	15.0	NNW	1.25	20.0	NNW	80.6	91.4	89.0	---	29.606	0.00	0.00	254	1.82	257	2.3	0.08	2.3	0.000	0.063	83.9	78	76.3	93.5	0.000	96	1	84.2	5
23/02/19	3:45 p	83.0	83.1	83.0	78	75.4	16.0	NNW	1.33	20.0	N	80.4	91.1	88.5	---	29.606	0.00	0.00	258	1.85	258	2.3	0.08	2.3	0.000	0.063	83.9	78	76.3	93.5	0.000	99	1	86.8	5
23/02/19	3:50 p	82.9	83.0	82.9	78	75.3	16.0	N	1.33	21.0	N	80.3	90.8	88.2	---	29.609	0.00	0.00	268	1.92	278	2.2	0.08	2.2	0.000	0.062	83.8	78	76.2	93.2	0.000	94	1	82.5	5
23/02/19	3:55 p	82.9	83.0	82.9	78	75.3	16.0	N	1.33	20.0	N	80.3	90.8	88.2	---	29.606	0.00	0.00	289	2.07	290	2.2	0.08	2.2	0.000	0.062	83.8	78	76.2	93.2	0.000	96	1	84.2	5
23/02/19	4:00 p	82.9	82.9	82.8	78	75.3	16.0	N	1.33	21.0	NNW	80.3	90.8	88.2	---	29.608	0.00	0.00	273	1.96	283	2.0	0.07	2.1	0.000	0.062	83.8	78	76.2	93.2	0.011	93	1	81.6	5
23/02/19	4:05 p	82.8	82.9	82.8	81	76.4	16.0	N	1.33	19.0	NNW	80.2	91.4	88.8	---	29.612	0.00	0.00	253	1.81	258	1.8	0.06	1.9	0.000	0.062	83.7	78	76.1	93.0	0.000	93	1	81.6	5
23/02/19	4:10 p	82.8	82.9	82.8	79	75.6	16.0	NNW	1.33	20.0	N	80.2	90.8	88.2	---	29.614	0.00	0.00	236	1.69	241	1.6	0.06	1.7	0.000	0.062	83.7	78	76.1	93.0	0.000	99	1	86.8	5
23/02/19	4:15 p	82.7	82.8	82.7	79	75.5	14.0	N	1.17	18.0	NNW	80.4	90.6	88.3	---	29.613	0.00	0.00	233	1.67	236	1.5	0.05	1.5	0.000	0.061	83.7	79	76.5	93.3	0.000	97	1	85.1	5
23/02/19	4:20 p	82.9	82.9	82.7	79	75.7	13.0	N	1.08	18.0	NNW	80.9	91.1	89.1	---	29.613	0.00	0.00	225	1.61	227	1.4	0.05	1.4	0.000	0.062	83.7	78	76.1	93.0	0.000	96	1	84.2	5
23/02/19	4:25 p	82.9	82.9	82.8	79	75.7	14.0	N	1.17	17.0	NNW	80.7	91.1	88.9	---	29.614	0.00	0.00	213	1.53	220	1.3	0.05	1.3	0.000	0.062	83.6	78	76.0	92.7	0.000	95	1	83.3	5
23/02/19	4:30 p	82.9	82.9	82.8	77	74.9	12.0	N	1.00	17.0	NNW	81.1	90.5	88.7	---	29.616	0.00	0.00	199	1.43	206	1.2	0.04	1.2	0.000	0.062	83.6	78	76.0	92.7	0.000	98	1	86.0	5
23/02/19	4:35 p	82.8	82.9	82.8	78	75.2	13.0	NNW	1.08	18.0	NNW	80.8	90.5	88.5	---	29.615	0.00	0.00	186	1.33	190	1.1	0.04	1.1	0.000	0.062	83.6	77	75.6	92.3	0.000	94	1	82.5	5
23/02/19	4:40 p	82.8	82.9	82.8	78	75.2	13.0	N	1.08	17.0	NNW	80.8	90.5	88.5	---	29.613	0.00	0.00	167	1.20	172	1.0	0.04	1.0	0.000	0.062	83.5	77	75.5	92.1	0.000	100	1	87.7	5
23/02/19	4:45 p	82.8	82.9	82.7	78	75.2	14.0	NNW	1.17	18.0	N	80.6	90.5	88.3	---	29.613	0.00	0.00	159	1.14	162	0.9	0.03	1.0	0.000	0.062	83.5	78	75.9	92.4	0.000	93	1	81.6	5
23/02/19	4:50 p	82.7	82.8	82.7	79	75.5	15.0	NNW	1.25	19.0	NNW	80.2	90.6	88.1	---	29.612	0.00	0.00	147	1.05	151	0.9	0.03	0.9	0.000	0.061	83.5	77	75.5	92.1	0.000	93	1	81.6	5
23/02/19	4:55 p	82.7	82.7	82.5	80	75.9	12.0	N	1.00	16.0	NNW	80.9	90.9	89.1	---	29.612	0.00	0.00	134	0.96	139	0.8	0.03	0.8	0.000	0.061	83.4	78	75.8	92.1	0.000	93	1	81.6	5
23/02/19	5:00 p	82.6	82.7	82.6	80	75.8	11.0	N	0.92	15.0	N	81.0	90.6	89.0	---	29.613	0.00	0.00	118	0.85	123	0.7	0.03	0.7	0.000	0.061	83.4	78	75.8	92.1	0.008	93	1	81.6	5
23/02/19	5:05 p	82.6	82.7	82.5	78	75.0	13.0	NNW	1.08	16.0	NNW	80.5	90.0	87.9	---	29.615	0.00	0.00	108	0.77	113	0.6	0.02	0.6	0.000	0.061	83.4	78	75.8	92.1	0.000	89	1	78.1	5
23/02/19	5:10 p	82.5	82.6	82.5	80	75.7	12.0	N	1.00	16.0	NNW	80.7	90.3	88.5	---	29.613	0.00	0.00	98	0.70	100	0.5	0.02	0.6	0.000	0.061	83.4	78	75.8	92.1	0.000	92	1	80.7	5
23/02/19	5:15 p	82.5	82.6	82.5	79	75.3	14.0	N	1.17	18.0	NNW	80.2	90.0	87.7	---	29.614	0.00	0.00	95	0.68	100	0.4	0.01	0.5	0.000	0.061	83.3	78	75.7	91.9	0.000	96	1	84.2	5
23/02/19	5:20 p	82.5	82.5	82.4	78	74.9	13.0	NNW	1.08	18.0	NNW	80.4	89.7	87.6	---	29.616	0.00	0.00	85	0.61	88	0.0	0.00	0.0	0.000	0.061	83.3	78	75.7	91.9	0.000	90	1	78.9	5
23/02/19	5:25 p	82.5	82.5	82.5	80	75.7	12.0	N	1.00	16.0	NNW	80.7	90.3	88.5	---	29.616	0.00	0.00	88	0.63	91	0.0	0.00	0.0	0.000	0.061	83.3	78	75.7	91.9	0.000	98	1	86.0	5
23/02/19	5:30 p	82.5	82.6	82.5	79	75.3	13.0	N	1.08	16.0	NNW	80.4	90.0	87.9	---	29.616	0.00	0.00	88	0.63	91	0.0	0.00	0.0	0.000	0.061	83.2	78	75.6	91.6	0.000	98	1	86.0	5
23/02/19	5:35 p	82.5	82.5	82.5	79	75.3	13.0	N	1.08	16.0	N	80.4	90.0	87.9	---	29.616	0.00	0.00	81	0.58	84	0.0	0.00	0.0	0.000	0.061	83.2	78	75.6	91.6	0.000	97	1	85.1	5
23/02/19	5:40 p	82.5	82.5	82.4	80	75.7	13.0	N	1.08	16.0	N	80.4	90.3	88.2	---	29.618	0.00	0.00	62	0.44	69	0.0	0.00	0.0	0.000	0.061	83.1	78	75.5	91.3	0.000	95	1	83.3	5
23/02/19	5:45 p	82.3	82.5	82.3	79	75.1	12.0	N	1.00	16.0	NNE	80.4	89.4	87.5	---	29.620	0.00	0.00	36	0.26	42	0.0	0.00	0.0	0.000	0.060	83.0	78	75.4	91.1	0.000	87	1	76.3	5
23/02/19	5:50 p	82.3	82.3	82.2	80	75.5	12.0	N	1.00	16.0	N	80.4	89.7	87.8	---	29.617	0.00	0.00	26	0.19	28	0.0	0.00	0.0	0.000	0.060	83.0	78	75.4	91.1	0.000	94	1	82.5	5
23/02/19	5:55 p	82.1	82.3	82.1	80	75.3	10.0	N	0.83	15.0	N	80.7	89.2	87.8	---	29.617	0.00	0.00	20	0.14	21	0.0	0.00	0.0	0.000	0.059	83.0	78	75.4	91.1	0.000	88	1	77.2	5
23/02/19	6:00 p	82.0	82.1	82.0	80	75.2	11.0	N	0.92	16.0	N	80.3	88.9	87.2	---	29.617	0.00	0.00	13	0.09	16	0.0	0.00	0.0	0.000	0.059	82.9	78	75.3	90.8	0.004	89	1	78.1	5
23/02/19	6:05 p	81.9	82.0	81.9	80	75.1	10.0	N	0.83	17.0	N	80.5	88.7	87.3	---	29.618	0.00	0.00	9	0.06	9	0.0	0.00	0.0	0.000	0.059	82.8	78	75.2	90.5	0.000	91	1	79.8	5
23/02/19	6:10 p	81.8	81.9	81.7	81	75.4	9.0	N	0.75	12.0	NNW	80.9	88.7	87.8	---	29.616	0.00	0.00	6	0.04	7	0.0	0.00	0.0	0.000	0.058	82.8	78	75.2	90.5	0.000	88	1	77.2	5
23/02/19	6:15 p	81.7	81.7	81.6	81	75.3	10.0	N	0.83	15.0	N	80.3	88.5	87.1	---	29.621	0.00	0.00	1	0.01	5	0.0	0.00	0.0	0.000	0.058	82.7	78	75.1	90.2	0.000	91	1	79.8	5
23/02/19	6:20 p	81.6	81.6	81.6	81	75.2	10.0	N	0.83	16.0	N	80.2	88.2	86.8	---	29.622	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.7	79	75.5	90.6	0.000	90	1	78.9	5
23/02/19	6:25 p	81.6	81.6	81.5	81	75.2	10.0	N	0.83	14.0	NNW	80.2	88.2	86.8	---	29.623	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.6	79	75.4	90.3	0.000	95	1	83.3	5
23/02/19	6:30 p	81.5	81.6	81.5	81	75.1	11.0	N	0.92	15.0	N	79.8	88.0	86.3	---	29.624	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.5	79	75.3	90.0	0.000	88	1	77.2	5
23/02/19	6:35 p	81.5	81.6	81.5	81	75.1	12.0	N	1.00	17.0	N	79.5	88.0	86.0	---	29.627	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.5	79	75.3	90.0	0.000	95	1	83.3	5
23/02/19	6:40 p	81.6	81.6	81.5	82	75.6	11.0	N	0.92	14.0	NNW	79.9	88.5	86.8	---	29.627	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	82.4	79	75.2	89.7	0.000	93	1	81.6	5
23/02/19	6:45 p	81.4	81.5	81.4	81	75.0	12.0	N	1.00	18.0	NNW	79.4	87.7	85.7	---	29.629	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.3	79	75.1	89.4	0.000	91	1	79.8	5
23/02/19	6:50 p	81.5	81.5	81.4	82	75.5	11.0	N	0.92	15.0	N	79.8	88.3	86.6	---	29.626	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.3	79	75.1	89.4	0.000	95	1	83.3	5
23/02/19	6:55 p	81.5	81.5	81.4	82	75.5	11.0	N	0.92	16.0	NNW	79.8	88.3	86.6	---	29.627	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.000	85	1	74.6	5
23/02/19	7:00 p	81.3	81.5	81.3	82	75.3	8.0	N	0.67	15.0	N	80.9	87.8	87.4	---	29.631	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.002	93	1	81.6	5
23/02/19	7:05 p	81.2	81.3	81.1	82	75.2	8.0	N	0.67	13.0	N	80.8	87.5	87.1	---	29.640	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	79	74.9	88.9	0.000	94	1	82.5	5
23/02/19	7:10 p	81.1	81.2	81.1	82	75.1	8.0	N	0.67	12.0	N	80.7	87.3	86.9	---	29.649	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	80	75.3	89.2	0.000	93	1	81.6	5
23/02/19	7:15 p	81.1	81.2	81.1	82	75.1	7.0	N	0.58	12.0	N	81.1	87.3	87.3	---	29.651	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	80	75.3	89.2	0.000	100	1	87.7	5
23/02/19	7:20 p	81.1	81.1	81.0	82	75.1	5.0	N	0.42	11.0	N	81.1	87.3	87.3	---	29.656	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	99	1	86.8	5
23/02/19	7:25 p	81.0	81.1	81.0	82	75.0	6.0	N	0.50	10.0	N	81.0	87.0	87.0	---	29.656	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	90	1	78.9	5
23/02/19	7:30 p	81.0	81.0	80.9	82	75.0	5.0	N	0.42	9.0	N	81.0	87.0	87.0	---	29.659	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	94	1	82.5	5
23/02/19	7:35 p	81.0	81.0	80.9	82	75.0	7.0	N	0.58	11.0	NNE	81.0	87.0	87.0	---	29.659	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	87	1	76.3	5
23/02/19	7:40 p	81.1	81.1	81.0	82	75.1	6.0	N	0.50	10.0	N	81.1	87.3	87.3	---	29.662	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	80	75.1	88.7	0.000	92	1	80.7	5
23/02/19	7:45 p	81.1	81.2	81.0	82	75.1	8.0	N	0.67	13.0	NNE	80.7	87.3	86.9	---	29.666	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	80	75.1	88.7	0.000	92	1	80.7	5
23/02/19	7:50 p	81.2	81.2	81.1	82	75.2	7.0	N	0.58	11.0	N	81.2	87.5	87.5	---	29.665	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	80	75.0	88.4	0.000	95	1	83.3	5
23/02/19	7:55 p	81.1	81.2	81.1	82	75.1	8.0	N	0.67	13.0	NNE	80.7	87.3	86.9	---	29.666	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	80	75.0	88.4	0.000	88	1	77.2	5
23/02/19	8:00 p	81.2	81.2	81.1	82	75.2	9.0	N	0.75	15.0	N	80.2	87.5	86.5	---	29.671	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	80	75.0	88.4	0.002	98	1	86.0	5
23/02/19	8:05 p	81.2	81.3	81.2	82	75.2	7.0	N	0.58	12.0	N	81.2	87.5	87.5	---	29.675	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	80	75.0	88.4	0.000	98	1	86.0	5
23/02/19	8:10 p	81.2	81.2	81.2	83	75.5	7.0	N	0.58	12.0	N	81.2	87.8	87.8	---	29.680	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.7	80	74.9	88.2	0.000	99	1	86.8	5
23/02/19	8:15 p	81.3	81.3	81.2	82	75.3	11.0	N	0.92	20.0	NNW	79.5	87.8	86.0	---	29.687	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.000	101	1	88.6	5
23/02/19	8:20 p	81.5	81.5	81.3	82	75.5	10.0	N	0.83	16.0	NNW	80.1	88.3	86.9	---	29.691	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	80	74.9	88.2	0.000	95	1	83.3	5
23/02/19	8:25 p	81.6	81.6	81.5	82	75.6	10.0	N	0.83	15.0	N	80.2	88.5	87.1	---	29.691	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	81.7	81	75.3	88.5	0.000	94	1	82.5	5
23/02/19	8:30 p	81.6	81.6	81.5	82	75.6	8.0	N	0.67	14.0	N	81.3	88.5	88.2	---	29.693	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.058	81.7	81	75.3	88.5	0.000	93	1	81.6	5
23/02/19	8:35 p	81.4	81.6	81.4	82	75.4	7.0	N	0.58	14.0	NNW	81.4	88.0	88.0	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	95	1	83.3	5
23/02/19	8:40 p	81.4	81.5	81.3	82	75.4	7.0	N	0.58	11.0	NNW	81.4	88.0	88.0	---	29.700	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	96	1	84.2	5
23/02/19	8:45 p	81.4	81.4	81.3	82	75.4	11.0	N	0.92	16.0	N	79.6	88.0	86.2	---	29.702	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	94	1	82.5	5
23/02/19	8:50 p	81.4	81.5	81.4	82	75.4	9.0	N	0.75	16.0	N	80.4	88.0	87.0	---	29.706	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	92	1	80.7	5
