		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 		Wind	Wind	ISS 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Dir	Chill	Index	Index	Index	Bar  	Rain	Rate	Rad.	Energy	Rad. 	Index	Dose	UV 	D-D 	D-D 	Temp	Hum	Dew	Heat	ET 	Samp	Tx 	Recept	Int.
22/02/19	8:05 p	81.5	81.5	81.4	82	75.5	10.0	N	0.83	15.0	N	80.1	88.3	86.9	---	29.649	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.3	79	75.1	89.4	0.000	110	1	96.5	5
22/02/19	8:10 p	81.5	81.6	81.5	82	75.5	10.0	N	0.83	15.0	N	80.1	88.3	86.9	---	29.660	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.3	79	75.1	89.4	0.000	114	1	100.0	5
22/02/19	8:15 p	81.4	81.6	81.4	82	75.4	8.0	N	0.67	13.0	NNW	81.0	88.0	87.6	---	29.660	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.000	108	1	94.7	5
22/02/19	8:20 p	81.4	81.5	81.4	82	75.4	6.0	N	0.50	13.0	NNE	81.4	88.0	88.0	---	29.661	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	79	75.0	89.2	0.000	109	1	95.6	5
22/02/19	8:25 p	81.4	81.4	81.4	82	75.4	7.0	N	0.58	14.0	NNE	81.4	88.0	88.0	---	29.659	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	80	75.4	89.5	0.000	114	1	100.0	5
22/02/19	8:30 p	81.4	81.4	81.3	82	75.4	8.0	N	0.67	13.0	N	81.0	88.0	87.6	---	29.664	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	80	75.4	89.5	0.000	111	1	97.4	5
22/02/19	8:35 p	81.4	81.4	81.3	83	75.7	9.0	N	0.75	18.0	NNE	80.4	88.3	87.3	---	29.668	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	106	1	93.0	5
22/02/19	8:40 p	81.4	81.4	81.4	82	75.4	6.0	N	0.50	10.0	N	81.4	88.0	88.0	---	29.670	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	105	1	92.1	5
22/02/19	8:45 p	81.4	81.4	81.3	83	75.7	8.0	N	0.67	12.0	N	81.0	88.3	87.9	---	29.672	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	80	75.4	89.5	0.000	106	1	93.0	5
22/02/19	8:50 p	81.3	81.4	81.2	83	75.6	7.0	N	0.58	13.0	N	81.3	88.0	88.0	---	29.680	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.2	80	75.4	89.5	0.000	114	1	100.0	5
22/02/19	8:55 p	81.3	81.3	81.2	82	75.3	11.0	N	0.92	15.0	N	79.5	87.8	86.0	---	29.674	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	105	1	92.1	5
22/02/19	9:00 p	81.4	81.4	81.3	82	75.4	10.0	N	0.83	15.0	NNW	79.9	88.0	86.5	---	29.678	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.002	105	1	92.1	5
22/02/19	9:05 p	81.5	81.5	81.4	82	75.5	11.0	N	0.92	16.0	N	79.8	88.3	86.6	---	29.679	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	104	1	91.2	5
22/02/19	9:10 p	81.4	81.5	81.4	82	75.4	7.0	NNE	0.58	14.0	NNW	81.4	88.0	88.0	---	29.686	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	106	1	93.0	5
22/02/19	9:15 p	81.4	81.4	81.4	82	75.4	8.0	N	0.67	14.0	NNE	81.0	88.0	87.6	---	29.691	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	111	1	97.4	5
22/02/19	9:20 p	81.3	81.4	81.3	83	75.6	7.0	N	0.58	10.0	N	81.3	88.0	88.0	---	29.690	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.1	80	75.3	89.2	0.000	107	1	93.9	5
22/02/19	9:25 p	81.2	81.4	81.2	83	75.5	6.0	N	0.50	11.0	N	81.2	87.8	87.8	---	29.691	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	80	75.3	89.2	0.000	110	1	96.5	5
22/02/19	9:30 p	81.2	81.2	81.2	83	75.5	7.0	N	0.58	11.0	NNE	81.2	87.8	87.8	---	29.696	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	80	75.3	89.2	0.000	107	1	93.9	5
22/02/19	9:35 p	81.1	81.2	81.1	83	75.4	6.0	N	0.50	12.0	NNE	81.1	87.5	87.5	---	29.694	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	80	75.3	89.2	0.000	89	1	78.1	5
22/02/19	9:40 p	81.1	81.2	81.0	84	75.8	8.0	N	0.67	16.0	N	80.7	87.8	87.4	---	29.696	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	112	1	98.2	5
22/02/19	9:45 p	81.2	81.2	81.1	83	75.5	8.0	N	0.67	14.0	N	80.8	87.8	87.4	---	29.696	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.1	80	75.3	89.2	0.000	108	1	94.7	5
22/02/19	9:50 p	81.2	81.2	81.2	83	75.5	9.0	N	0.75	13.0	N	80.2	87.8	86.8	---	29.699	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	107	1	93.9	5
22/02/19	9:55 p	81.2	81.3	81.2	83	75.5	8.0	N	0.67	12.0	N	80.8	87.8	87.4	---	29.699	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	80	75.2	88.9	0.000	109	1	95.6	5
22/02/19	10:00 p	81.3	81.3	81.2	83	75.6	11.0	N	0.92	18.0	N	79.5	88.0	86.2	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	80	75.2	88.9	0.002	103	1	90.4	5
22/02/19	10:05 p	81.3	81.3	81.2	83	75.6	9.0	N	0.75	13.0	N	80.3	88.0	87.0	---	29.697	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	81	75.6	89.2	0.000	104	1	91.2	5
22/02/19	10:10 p	81.2	81.3	81.2	83	75.5	6.0	N	0.50	10.0	N	81.2	87.8	87.8	---	29.704	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	81	75.6	89.2	0.000	99	1	86.8	5
22/02/19	10:15 p	81.2	81.3	81.2	83	75.5	8.0	N	0.67	13.0	N	80.8	87.8	87.4	---	29.708	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	81	75.6	89.2	0.000	99	1	86.8	5
22/02/19	10:20 p	81.2	81.3	81.2	82	75.2	10.0	N	0.83	14.0	NNE	79.7	87.5	86.0	---	29.705	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	81	75.6	89.2	0.000	104	1	91.2	5
22/02/19	10:25 p	81.3	81.3	81.2	83	75.6	10.0	N	0.83	14.0	NNW	79.8	88.0	86.5	---	29.706	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	81	75.6	89.2	0.000	101	1	88.6	5
22/02/19	10:30 p	81.3	81.3	81.2	83	75.6	9.0	N	0.75	13.0	N	80.3	88.0	87.0	---	29.707	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	81	75.6	89.2	0.000	99	1	86.8	5
22/02/19	10:35 p	81.3	81.4	81.2	83	75.6	8.0	N	0.67	13.0	NNW	80.9	88.0	87.6	---	29.705	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	81	75.6	89.2	0.000	99	1	86.8	5
22/02/19	10:40 p	81.2	81.3	81.2	83	75.5	11.0	N	0.92	15.0	NNE	79.4	87.8	86.0	---	29.708	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	81	75.6	89.2	0.000	102	1	89.5	5
22/02/19	10:45 p	81.4	81.4	81.2	83	75.7	8.0	N	0.67	14.0	N	81.0	88.3	87.9	---	29.708	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	81	75.6	89.2	0.000	97	1	85.1	5
22/02/19	10:50 p	81.2	81.3	81.2	83	75.5	7.0	N	0.58	11.0	N	81.2	87.8	87.8	---	29.708	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	82.0	81	75.6	89.2	0.000	90	1	78.9	5
22/02/19	10:55 p	81.2	81.3	81.2	83	75.5	8.0	N	0.67	13.0	ENE	80.8	87.8	87.4	---	29.708	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	81	75.5	89.0	0.000	95	1	83.3	5
22/02/19	11:00 p	81.3	81.3	81.2	83	75.6	9.0	N	0.75	13.0	N	80.3	88.0	87.0	---	29.709	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	82.0	81	75.6	89.2	0.002	84	1	73.7	5
22/02/19	11:05 p	81.3	81.3	81.2	83	75.6	7.0	N	0.58	12.0	NNE	81.3	88.0	88.0	---	29.703	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.9	81	75.5	89.0	0.000	77	1	67.5	5
22/02/19	11:10 p	81.2	81.3	81.2	82	75.2	7.0	N	0.58	11.0	N	81.2	87.5	87.5	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	81	75.5	89.0	0.000	84	1	73.7	5
22/02/19	11:15 p	81.2	81.3	81.2	82	75.2	7.0	N	0.58	11.0	NNE	81.2	87.5	87.5	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.9	81	75.5	89.0	0.000	76	1	66.7	5
22/02/19	11:20 p	81.3	81.3	81.2	82	75.3	9.0	N	0.75	18.0	NNE	80.3	87.8	86.8	---	29.704	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.9	81	75.5	89.0	0.000	81	1	71.1	5
22/02/19	11:25 p	81.3	81.4	81.2	82	75.3	10.0	N	0.83	14.0	N	79.8	87.8	86.3	---	29.701	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	80	75.0	88.4	0.000	85	1	74.6	5
22/02/19	11:30 p	81.3	81.4	81.3	82	75.3	9.0	N	0.75	14.0	NNE	80.3	87.8	86.8	---	29.694	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	80	75.0	88.4	0.000	83	1	72.8	5
22/02/19	11:35 p	81.2	81.3	81.2	82	75.2	7.0	N	0.58	13.0	N	81.2	87.5	87.5	---	29.699	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.000	81	1	71.1	5
22/02/19	11:40 p	81.2	81.2	81.1	83	75.5	8.0	N	0.67	14.0	NNW	80.8	87.8	87.4	---	29.693	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.000	82	1	71.9	5
22/02/19	11:45 p	81.2	81.2	81.2	83	75.5	9.0	N	0.75	13.0	N	80.2	87.8	86.8	---	29.693	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.000	80	1	70.2	5
22/02/19	11:50 p	81.2	81.3	81.2	82	75.2	11.0	N	0.92	18.0	NNW	79.4	87.5	85.7	---	29.693	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.000	77	1	67.5	5
22/02/19	11:55 p	81.3	81.3	81.2	83	75.6	10.0	N	0.83	16.0	N	79.8	88.0	86.5	---	29.693	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.000	77	1	67.5	5
23/02/19	12:00 a	81.3	81.4	81.3	83	75.6	9.0	N	0.75	14.0	NNE	80.3	88.0	87.0	---	29.688	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.002	85	1	74.6	5
23/02/19	12:05 a	81.4	81.4	81.3	83	75.7	11.0	N	0.92	16.0	NNW	79.6	88.3	86.5	---	29.687	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	92	1	80.7	5
23/02/19	12:10 a	81.4	81.4	81.4	83	75.7	10.0	N	0.83	17.0	NNE	79.9	88.3	86.8	---	29.688	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	90	1	78.9	5
23/02/19	12:15 a	81.3	81.4	81.3	83	75.6	9.0	N	0.75	13.0	N	80.3	88.0	87.0	---	29.685	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.000	85	1	74.6	5
23/02/19	12:20 a	81.3	81.4	81.3	83	75.6	11.0	N	0.92	15.0	N	79.5	88.0	86.2	---	29.683	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	91	1	79.8	5
23/02/19	12:25 a	81.3	81.4	81.3	83	75.6	11.0	N	0.92	17.0	NNW	79.5	88.0	86.2	---	29.683	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	84	1	73.7	5
23/02/19	12:30 a	81.4	81.4	81.3	83	75.7	12.0	N	1.00	17.0	NNW	79.4	88.3	86.3	---	29.684	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.000	86	1	75.4	5
23/02/19	12:35 a	81.4	81.4	81.3	82	75.4	10.0	N	0.83	16.0	N	79.9	88.0	86.5	---	29.684	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.7	81	75.3	88.5	0.000	88	1	77.2	5
23/02/19	12:40 a	81.3	81.4	81.3	82	75.3	10.0	N	0.83	16.0	N	79.8	87.8	86.3	---	29.683	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.000	87	1	76.3	5
23/02/19	12:45 a	81.2	81.4	81.2	83	75.5	9.0	N	0.75	16.0	N	80.2	87.8	86.8	---	29.682	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.7	81	75.3	88.5	0.000	88	1	77.2	5
23/02/19	12:50 a	81.3	81.3	81.2	83	75.6	8.0	N	0.67	12.0	N	80.9	88.0	87.6	---	29.682	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.057	81.8	81	75.4	88.7	0.000	87	1	76.3	5
23/02/19	12:55 a	81.2	81.2	81.2	83	75.5	7.0	N	0.58	13.0	NNE	81.2	87.8	87.8	---	29.679	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.000	88	1	77.2	5
23/02/19	1:00 a	81.1	81.2	81.1	83	75.4	7.0	N	0.58	12.0	N	81.1	87.5	87.5	---	29.677	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.002	85	1	74.6	5
23/02/19	1:05 a	81.0	81.2	81.0	83	75.3	4.0	N	0.33	8.0	NNW	81.0	87.3	87.3	---	29.677	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.056	81.8	81	75.4	88.7	0.000	89	1	78.1	5
23/02/19	1:10 a	80.9	81.0	80.9	83	75.2	5.0	N	0.42	10.0	N	80.9	87.1	87.1	---	29.679	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.8	81	75.4	88.7	0.000	90	1	78.9	5
23/02/19	1:15 a	80.9	80.9	80.9	84	75.6	4.0	N	0.33	7.0	NNE	80.9	87.3	87.3	---	29.677	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.7	81	75.3	88.5	0.000	91	1	79.8	5
23/02/19	1:20 a	80.8	80.9	80.8	84	75.5	5.0	N	0.42	14.0	N	80.8	87.1	87.1	---	29.680	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.7	81	75.3	88.5	0.000	87	1	76.3	5
23/02/19	1:25 a	80.9	80.9	80.8	84	75.6	4.0	NNE	0.33	8.0	N	80.9	87.3	87.3	---	29.674	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.7	81	75.3	88.5	0.000	91	1	79.8	5
23/02/19	1:30 a	80.7	80.8	80.7	84	75.4	7.0	N	0.58	11.0	N	80.7	86.9	86.9	---	29.674	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.7	81	75.3	88.5	0.000	83	1	72.8	5
23/02/19	1:35 a	80.7	80.8	80.7	83	75.1	5.0	NNE	0.42	10.0	N	80.7	86.6	86.6	---	29.669	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.7	81	75.3	88.5	0.000	92	1	80.7	5
23/02/19	1:40 a	80.7	80.7	80.6	83	75.1	3.0	NNE	0.25	7.0	NNE	80.7	86.6	86.6	---	29.668	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.6	81	75.2	88.2	0.000	87	1	76.3	5
23/02/19	1:45 a	80.7	80.7	80.6	82	74.7	5.0	N	0.42	9.0	NNW	80.7	86.4	86.4	---	29.665	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.6	81	75.2	88.2	0.000	92	1	80.7	5
23/02/19	1:50 a	80.8	80.8	80.7	82	74.8	7.0	N	0.58	12.0	NNE	80.8	86.6	86.6	---	29.657	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.6	81	75.2	88.2	0.000	94	1	82.5	5
23/02/19	1:55 a	80.7	80.8	80.7	82	74.7	3.0	NNE	0.25	8.0	N	80.7	86.4	86.4	---	29.655	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.055	81.6	81	75.2	88.2	0.000	89	1	78.1	5
23/02/19	2:00 a	80.6	80.6	80.5	82	74.6	4.0	NNE	0.33	8.0	NNE	80.6	86.2	86.2	---	29.653	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	81.6	81	75.2	88.2	0.001	81	1	71.1	5
23/02/19	2:05 a	80.4	80.6	80.4	82	74.4	3.0	NNE	0.25	8.0	NNE	80.4	85.8	85.8	---	29.653	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.5	80	74.7	87.7	0.000	88	1	77.2	5
23/02/19	2:10 a	80.5	80.5	80.4	82	74.5	5.0	N	0.42	11.0	N	80.5	86.0	86.0	---	29.649	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	81.5	80	74.7	87.7	0.000	91	1	79.8	5
23/02/19	2:15 a	80.5	80.5	80.5	82	74.5	6.0	N	0.50	11.0	NNE	80.5	86.0	86.0	---	29.642	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.054	81.5	80	74.7	87.7	0.000	91	1	79.8	5
23/02/19	2:20 a	80.4	80.5	80.4	82	74.4	5.0	N	0.42	9.0	NNE	80.4	85.8	85.8	---	29.638	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.4	80	74.6	87.5	0.000	85	1	74.6	5
23/02/19	2:25 a	80.2	80.4	80.2	82	74.2	4.0	N	0.33	7.0	NNE	80.2	85.4	85.4	---	29.637	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.4	80	74.6	87.5	0.000	84	1	73.7	5
23/02/19	2:30 a	80.2	80.3	80.2	82	74.2	5.0	N	0.42	10.0	NNE	80.2	85.4	85.4	---	29.632	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.4	80	74.6	87.5	0.000	83	1	72.8	5
23/02/19	2:35 a	80.1	80.2	80.1	83	74.5	5.0	N	0.42	9.0	N	80.1	85.4	85.4	---	29.626	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.4	80	74.6	87.5	0.000	81	1	71.1	5
23/02/19	2:40 a	80.2	80.2	80.1	83	74.6	7.0	NNE	0.58	10.0	NNE	80.2	85.6	85.6	---	29.623	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.3	80	74.5	87.2	0.000	81	1	71.1	5
23/02/19	2:45 a	80.2	80.2	80.1	83	74.6	6.0	N	0.50	10.0	N	80.2	85.6	85.6	---	29.623	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	80	74.4	87.0	0.000	87	1	76.3	5
23/02/19	2:50 a	80.2	80.2	80.1	83	74.6	6.0	N	0.50	10.0	N	80.2	85.6	85.6	---	29.626	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	81	74.8	87.2	0.000	89	1	78.1	5
23/02/19	2:55 a	80.2	80.2	80.2	84	74.9	4.0	N	0.33	8.0	NNW	80.2	85.8	85.8	---	29.626	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	81	74.8	87.2	0.000	86	1	75.4	5
23/02/19	3:00 a	80.2	80.3	80.2	83	74.6	6.0	N	0.50	10.0	NNE	80.2	85.6	85.6	---	29.623	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	81	74.8	87.2	0.001	81	1	71.1	5
23/02/19	3:05 a	80.3	80.4	80.3	83	74.7	4.0	NNE	0.33	7.0	NNE	80.3	85.8	85.8	---	29.625	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	81	74.8	87.2	0.000	86	1	75.4	5
23/02/19	3:10 a	80.2	80.4	80.2	84	74.9	2.0	ENE	0.17	5.0	N	80.2	85.8	85.8	---	29.625	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.053	81.2	81	74.8	87.2	0.000	86	1	75.4	5
23/02/19	3:15 a	80.1	80.2	80.1	84	74.8	3.0	NNE	0.25	5.0	NNE	80.1	85.6	85.6	---	29.629	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.2	81	74.8	87.2	0.000	82	1	71.9	5
23/02/19	3:20 a	80.0	80.1	80.0	84	74.7	2.0	ENE	0.17	7.0	NE	80.0	85.4	85.4	---	29.626	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.2	81	74.8	87.2	0.000	91	1	79.8	5
23/02/19	3:25 a	80.1	80.1	80.0	85	75.2	4.0	N	0.33	8.0	NNE	80.1	85.8	85.8	---	29.624	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	81	74.7	87.0	0.000	81	1	71.1	5
23/02/19	3:30 a	80.1	80.1	80.0	84	74.8	5.0	NNE	0.42	10.0	NNE	80.1	85.6	85.6	---	29.629	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	82	75.1	87.3	0.000	85	1	74.6	5
23/02/19	3:35 a	80.0	80.1	80.0	84	74.7	3.0	NNE	0.25	7.0	NNE	80.0	85.4	85.4	---	29.628	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.2	82	75.2	87.5	0.000	85	1	74.6	5
23/02/19	3:40 a	80.0	80.0	79.9	85	75.1	7.0	N	0.58	14.0	N	80.0	85.6	85.6	---	29.621	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	82	75.0	87.0	0.000	82	1	71.9	5
23/02/19	3:45 a	80.1	80.1	80.0	85	75.2	6.0	NNE	0.50	13.0	N	80.1	85.8	85.8	---	29.621	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	82	75.1	87.3	0.000	81	1	71.1	5
23/02/19	3:50 a	80.1	80.1	80.0	85	75.2	5.0	N	0.42	10.0	NNE	80.1	85.8	85.8	---	29.621	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	82	75.0	87.0	0.000	78	1	68.4	5
23/02/19	3:55 a	80.0	80.1	80.0	85	75.1	5.0	N	0.42	8.0	N	80.0	85.6	85.6	---	29.619	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.0	82	75.0	87.0	0.000	88	1	77.2	5
23/02/19	4:00 a	80.1	80.1	80.0	85	75.2	3.0	NNE	0.25	8.0	NNE	80.1	85.8	85.8	---	29.621	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	82	75.1	87.3	0.001	89	1	78.1	5
23/02/19	4:05 a	80.0	80.1	79.9	85	75.1	3.0	NE	0.25	8.0	NNE	80.0	85.6	85.6	---	29.622	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	82	75.1	87.3	0.000	91	1	79.8	5
23/02/19	4:10 a	79.9	80.0	79.9	85	75.0	2.0	NE	0.17	4.0	N	79.9	85.4	85.4	---	29.623	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.052	81.1	82	75.1	87.3	0.000	94	1	82.5	5
23/02/19	4:15 a	79.8	79.9	79.8	86	75.2	2.0	N	0.17	5.0	N	79.8	85.5	85.5	---	29.627	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	82	75.1	87.3	0.000	99	1	86.8	5
23/02/19	4:20 a	79.8	79.8	79.7	86	75.2	3.0	NNE	0.25	8.0	NNE	79.8	85.5	85.5	---	29.629	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	82	75.1	87.3	0.000	95	1	83.3	5
23/02/19	4:25 a	79.6	79.8	79.6	86	75.0	1.0	NE	0.08	2.0	ENE	79.6	85.1	85.1	---	29.631	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	82	75.1	87.3	0.000	97	1	85.1	5
23/02/19	4:30 a	79.5	79.6	79.5	86	74.9	1.0	NE	0.08	3.0	N	79.5	84.9	84.9	---	29.633	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.1	82	75.1	87.3	0.000	93	1	81.6	5
23/02/19	4:35 a	79.4	79.5	79.4	86	74.8	2.0	NNE	0.17	4.0	N	79.4	84.7	84.7	---	29.632	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.1	82	75.1	87.3	0.000	98	1	86.0	5
23/02/19	4:40 a	79.4	79.5	79.4	86	74.8	1.0	NNE	0.08	4.0	N	79.4	84.7	84.7	---	29.632	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.1	82	75.1	87.3	0.000	95	1	83.3	5
23/02/19	4:45 a	79.5	79.5	79.4	86	74.9	2.0	NNE	0.17	4.0	NE	79.5	84.9	84.9	---	29.633	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.050	81.1	82	75.1	87.3	0.000	98	1	86.0	5
23/02/19	4:50 a	79.6	79.6	79.4	86	75.0	2.0	NE	0.17	6.0	NNE	79.6	85.1	85.1	---	29.637	0.00	0.00	0	0.00	0	0.0	0.00	0.0	0.000	0.051	81.1	82	75.1	87.3	0.000	95	1	83.3	5
